"","sp.","site","quadrat","tag","x","y","height0","height1","pesticide","exclosure","growth.form","growth.habit","dispersal.mode","mycor.type","shade.tolerance","leaf.lifespan","surv0","surv1","census","quad.unique","plot","quad.sp","A.sum","A.con","A.het","quad.census","quad.census.sp","sum.dens","con.dens","S.con","S.het","lg_A.con","lg_A.het","lg_A.sum","lg_S.con","lg_S.het","lg_height0"
"1954","FRMA",2,504,4028,0.08,0.55,3,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_504","2_1","2_1_504_FRMA",5984.75297030223,810.259474273892,5174.49349602834,"2_1_504_15fa","2_1_504_15fa_FRMA",22,13,12,9,0.39125050261105,0.45285803132112,0.368042981437453,0.949972980667469,-0.188101771360311,-0.951260365764085
"1955","FRMA",2,504,4029,0.5,0.9,4,7,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_1_504","2_1","2_1_504_FRMA",5984.75297030223,810.259474273892,5174.49349602834,"2_1_504_15fa","2_1_504_15fa_FRMA",22,13,12,9,0.39125050261105,0.45285803132112,0.368042981437453,0.949972980667469,-0.188101771360311,-0.332358117077464
"1960","FRMA",2,504,4034,0.56,0.34,3,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_504","2_1","2_1_504_FRMA",5984.75297030223,810.259474273892,5174.49349602834,"2_1_504_15fa","2_1_504_15fa_FRMA",22,13,12,9,0.39125050261105,0.45285803132112,0.368042981437453,0.949972980667469,-0.188101771360311,-0.951260365764085
"1991","FRMA",2,505,5010,0.7,0.36,4,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_505","2_1","2_1_505_FRMA",6244.71306660459,1416.64617865965,4828.06688794494,"2_1_505_15fa","2_1_505_15fa_FRMA",10,4,3,6,0.618423745816006,0.194946599292217,0.619247304272402,-0.424580795525405,-0.691982355343899,-0.332358117077464
"2034","FRMA",2,506,6005,0.46,0.5,3,3,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_1_506","2_1","2_1_506_FRMA",6000.28657985463,1784.3453635115,4215.94121634313,"2_1_506_15fa","2_1_506_15fa_FRMA",16,16,15,0,0.712283646055027,-0.309646067182742,0.383357228374761,1.19212312114801,-3.44100176068236,-0.951260365764085
"2037","FRMA",2,506,6010,0.57,0.67,3,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_506","2_1","2_1_506_FRMA",6000.28657985463,1784.3453635115,4215.94121634313,"2_1_506_15fa","2_1_506_15fa_FRMA",16,16,15,0,0.712283646055027,-0.309646067182742,0.383357228374761,1.19212312114801,-3.44100176068236,-0.951260365764085
"2038","FRMA",2,506,6011,0.57,0.67,3,5,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_1_506","2_1","2_1_506_FRMA",6000.28657985463,1784.3453635115,4215.94121634313,"2_1_506_15fa","2_1_506_15fa_FRMA",16,16,15,0,0.712283646055027,-0.309646067182742,0.383357228374761,1.19212312114801,-3.44100176068236,-0.951260365764085
"2039","FRMA",2,105,5011,0.52,0.8,2,4,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_1_105","2_1","2_1_105_FRMA",5890.4930558338,617.7218690145,5272.7711868193,"2_1_105_15fa","2_1_105_15fa_FRMA",10,9,8,1,0.280981137029808,0.522884456134147,0.274253089429285,0.521130370497566,-2.46178129100138,-1.82355409277124
"2040","FRMA",2,207,7004,0.25,0.61,4,5,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_1_207","2_1","2_1_207_FRMA",4473.20915302553,930.213006745067,3542.99614628047,"2_1_207_15fa","2_1_207_15fa_FRMA",6,5,4,1,0.447375843391224,-0.956888092672535,-1.35179722523023,-0.1643495895796,-2.46178129100138,-0.332358117077464
"2050","FRMA",2,402,2013,1,0.75,3,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_402","2_1","2_1_402_FRMA",6306.37489625378,398.776305754343,5907.59859049944,"2_1_402_15fa","2_1_402_15fa_FRMA",11,8,7,3,0.103223601970344,0.946004573987765,0.677297142965907,0.383771162811304,-1.4825608213204,-0.951260365764085
"2085","FRMA",2,410,10018,0.45,0.41,3,5,"I",0,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_0_410","2_0","2_0_410_FRMA",7019.84268580879,227.041276910453,6792.80140889834,"2_0_410_15fa","2_0_410_15fa_FRMA",14,10,9,4,-0.125257452489214,1.46567371412944,1.31050373726361,0.64400236875711,-1.16732224104129,-0.951260365764085
"2086","FRMA",2,410,10019,0.48,0.46,3,0,"I",0,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_0_410","2_0","2_0_410_FRMA",7019.84268580879,227.041276910453,6792.80140889834,"2_0_410_15fa","2_0_410_15fa_FRMA",14,10,9,4,-0.125257452489214,1.46567371412944,1.31050373726361,0.64400236875711,-1.16732224104129,-0.951260365764085
"2102","FRMA",1,407,7002,0.18,0.43,5,4,"I",0,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","1_0_407","1_0","1_0_407_FRMA",7086.27069309123,2692.97855728644,4393.29213580479,"1_0_407_15fa","1_0_407_15fa_FRMA",3,1,0,2,0.879726395777916,-0.156280732572232,1.36614661133492,-2.04128471219882,-1.88897403629944,0.147699762481336
"2120","FRMA",2,309,9003,0.37,0.33,4,0,"W",0,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_0_309","2_0","2_0_309_FRMA",7136.78219979527,233.421957592299,6903.36024220297,"2_0_309_15fa","2_0_309_15fa_FRMA",1,1,0,0,-0.114025848811564,1.52576352050182,1.40810915569036,-2.04128471219882,-3.44100176068236,-0.332358117077464
"2146","FRMA",2,204,4014,0.65,0.07,3,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_204","2_1","2_1_204_FRMA",6390.83387582935,1011.44885711862,5379.38501871073,"2_1_204_15fa","2_1_204_15fa_FRMA",12,5,4,7,0.481417015259655,0.597389783303966,0.755894232494224,-0.1643495895796,-0.503340351639417,-0.951260365764085
"2151","FRMA",2,310,10011,0.22,0.28,3,4,"F",0,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_0_310","2_0","2_0_310_FRMA",9588.55520814685,217.021049599783,9371.53415854707,"2_0_310_15fa","2_0_310_15fa_FRMA",11,6,5,5,-0.143546012315036,2.66343672361448,3.15275800385042,0.0482747874860802,-0.909753566618466,-0.951260365764085
"2157","FRMA",2,105,5008,0.85,0.54,6,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_105","2_1","2_1_105_FRMA",5890.4930558338,617.7218690145,5272.7711868193,"2_1_105_15fa","2_1_105_15fa_FRMA",10,9,8,1,0.280981137029808,0.522884456134147,0.274253089429285,0.521130370497566,-2.46178129100138,0.539935609929693
"2158","FRMA",2,105,5009,0.75,0.64,3,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_105","2_1","2_1_105_FRMA",5890.4930558338,617.7218690145,5272.7711868193,"2_1_105_15fa","2_1_105_15fa_FRMA",10,9,8,1,0.280981137029808,0.522884456134147,0.274253089429285,0.521130370497566,-2.46178129100138,-0.951260365764085
"2159","FRMA",2,105,5010,0.52,0.8,3,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_105","2_1","2_1_105_FRMA",5890.4930558338,617.7218690145,5272.7711868193,"2_1_105_15fa","2_1_105_15fa_FRMA",10,9,8,1,0.280981137029808,0.522884456134147,0.274253089429285,0.521130370497566,-2.46178129100138,-0.951260365764085
"2162","FRMA",2,105,5013,0.5,0.62,3,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_105","2_1","2_1_105_FRMA",5890.4930558338,617.7218690145,5272.7711868193,"2_1_105_15fa","2_1_105_15fa_FRMA",10,9,8,1,0.280981137029808,0.522884456134147,0.274253089429285,0.521130370497566,-2.46178129100138,-0.951260365764085
"2163","FRMA",2,105,5014,0.3,0.25,3,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_105","2_1","2_1_105_FRMA",5890.4930558338,617.7218690145,5272.7711868193,"2_1_105_15fa","2_1_105_15fa_FRMA",10,9,8,1,0.280981137029808,0.522884456134147,0.274253089429285,0.521130370497566,-2.46178129100138,-0.951260365764085
"2180","FRMA",2,302,2012,0.26,0.18,3,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_302","2_1","2_1_302_FRMA",7217.92801658035,464.645434787548,6753.2825817928,"2_1_302_15fa","2_1_302_15fa_FRMA",11,7,6,4,0.165298966139474,1.44395729015262,1.47490336633081,0.22804613679264,-1.16732224104129,-0.951260365764085
"2200","FRMA",3,408,8003,0.9,0.67,4,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_408","3_1","3_1_408_FRMA",6126.33935430882,171.462782921764,5954.87657138706,"3_1_408_15fa","3_1_408_15fa_FRMA",3,3,2,0,-0.238950946446908,0.975672193568542,0.506183299376923,-0.760077170850629,-3.44100176068236,-0.332358117077464
"2204","FRMA",2,410,10001,0.08,0.05,8,8,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_1_410","2_1","2_1_410_FRMA",6310.57574181478,2589.69660786069,3720.87913395409,"2_1_410_15fa","2_1_410_15fa_FRMA",3,3,2,0,0.863815821935982,-0.774561644658728,0.681231237730079,-0.760077170850629,-3.44100176068236,1.15883785861631
"2207","FRMA",2,106,6003,0.5,0.1,4,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_106","2_1","2_1_106_FRMA",5874.45730097741,793.89702870538,5080.56027227203,"2_1_106_15fa","2_1_106_15fa_FRMA",4,2,1,2,0.382957729358863,0.384672813959286,0.25814803979004,-1.23293275386211,-1.88897403629944,-0.332358117077464
"2208","FRMA",2,106,6004,0.54,0.13,3,5,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_1_106","2_1","2_1_106_FRMA",5874.45730097741,793.89702870538,5080.56027227203,"2_1_106_15fa","2_1_106_15fa_FRMA",4,2,1,2,0.382957729358863,0.384672813959286,0.25814803979004,-1.23293275386211,-1.88897403629944,-0.951260365764085
"2228","FRMA",2,303,3006,0.65,0.6,3,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_303","2_1","2_1_303_FRMA",7015.29714822068,537.72517719951,6477.57197102117,"2_1_303_15fa","2_1_303_15fa_FRMA",9,9,8,0,0.224631870936709,1.28881676501132,1.30667697912954,0.521130370497566,-3.44100176068236,-0.951260365764085
"2229","FRMA",2,303,3007,0.52,0.35,4,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_303","2_1","2_1_303_FRMA",7015.29714822068,537.72517719951,6477.57197102117,"2_1_303_15fa","2_1_303_15fa_FRMA",9,9,8,0,0.224631870936709,1.28881676501132,1.30667697912954,0.521130370497566,-3.44100176068236,-0.332358117077464
"2248","FRMA",2,503,3018,0.1,0.57,4,5,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_1_503","2_1","2_1_503_FRMA",6881.49291776735,443.640036473688,6437.85288129366,"2_1_503_15fa","2_1_503_15fa_FRMA",22,18,17,4,0.146512079081744,1.26592450043708,1.19290606218288,1.32948232883427,-1.16732224104129,-0.332358117077464
"2252","FRMA",2,503,3022,0.46,0.36,4,6,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_1_503","2_1","2_1_503_FRMA",6881.49291776735,443.640036473688,6437.85288129366,"2_1_503_15fa","2_1_503_15fa_FRMA",22,18,17,4,0.146512079081744,1.26592450043708,1.19290606218288,1.32948232883427,-1.16732224104129,-0.332358117077464
"2255","FRMA",2,503,3024,0.87,0.15,2,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_503","2_1","2_1_503_FRMA",6881.49291776735,443.640036473688,6437.85288129366,"2_1_503_15fa","2_1_503_15fa_FRMA",22,18,17,4,0.146512079081744,1.26592450043708,1.19290606218288,1.32948232883427,-1.16732224104129,-1.82355409277124
"2258","FRMA",2,503,3027,1,0.25,2,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_503","2_1","2_1_503_FRMA",6881.49291776735,443.640036473688,6437.85288129366,"2_1_503_15fa","2_1_503_15fa_FRMA",22,18,17,4,0.146512079081744,1.26592450043708,1.19290606218288,1.32948232883427,-1.16732224104129,-1.82355409277124
"2266","FRMA",2,204,4013,0.46,0.9,4,7,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_1_204","2_1","2_1_204_FRMA",6390.83387582935,1011.44885711862,5379.38501871073,"2_1_204_15fa","2_1_204_15fa_FRMA",12,5,4,7,0.481417015259655,0.597389783303966,0.755894232494224,-0.1643495895796,-0.503340351639417,-0.332358117077464
"2278","FRMA",1,503,3007,0.1,0.7,5,0,"F",0,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","1_0_503","1_0","1_0_503_FRMA",4106.38150802374,412.150801993249,3694.23070603049,"1_0_503_15fa","1_0_503_15fa_FRMA",8,4,3,4,0.116616958444086,-0.801313423915305,-1.85729916704339,-0.424580795525405,-1.16732224104129,0.147699762481336
"2283","FRMA",2,201,1010,0.15,0.72,4,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_201","2_1","2_1_201_FRMA",7712.28482567037,656.998138729213,7055.28668694115,"2_1_201_15fa","2_1_201_15fa_FRMA",11,5,4,6,0.306030462804085,1.60678571465097,1.86628081607595,-0.1643495895796,-0.691982355343899,-0.332358117077464
"2285","FRMA",2,201,1012,0.6,0.97,3,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_201","2_1","2_1_201_FRMA",7712.28482567037,656.998138729213,7055.28668694115,"2_1_201_15fa","2_1_201_15fa_FRMA",11,5,4,6,0.306030462804085,1.60678571465097,1.86628081607595,-0.1643495895796,-0.691982355343899,-0.951260365764085
"2288","FRMA",2,209,9017,0.45,0.75,3,0,"F",0,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_0_209","2_0","2_0_209_FRMA",6899.23947026273,425.544747888587,6473.69472237414,"2_0_209_15fa","2_0_209_15fa_FRMA",11,7,6,4,0.129602137344089,1.28658828769901,1.20812219983348,0.22804613679264,-1.16732224104129,-0.951260365764085
"2291","FRMA",2,209,9020,0.8,0.62,3,0,"F",0,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_0_209","2_0","2_0_209_FRMA",6899.23947026273,425.544747888587,6473.69472237414,"2_0_209_15fa","2_0_209_15fa_FRMA",11,7,6,4,0.129602137344089,1.28658828769901,1.20812219983348,0.22804613679264,-1.16732224104129,-0.951260365764085
"2310","FRMA",3,208,8002,0.4,0.45,4,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","3_1_208","3_1","3_1_208_FRMA",5733.82778194576,154.175224555716,5579.65255739005,"3_1_208_15fa","3_1_208_15fa_FRMA",1,1,0,0,-0.281940933678588,0.733435004874358,0.114997772574816,-2.04128471219882,-3.44100176068236,-0.332358117077464
"2323","FRMA",2,504,4032,0.7,0.45,3,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_504","2_1","2_1_504_FRMA",5984.75297030223,810.259474273892,5174.49349602834,"2_1_504_15fa","2_1_504_15fa_FRMA",22,13,12,9,0.39125050261105,0.45285803132112,0.368042981437453,0.949972980667469,-0.188101771360311,-0.951260365764085
"2324","FRMA",2,309,9016,0.5,0.2,3,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_309","2_1","2_1_309_FRMA",4591.62126343313,949.579476391893,3642.04178704124,"2_1_309_15fa","2_1_309_15fa_FRMA",14,8,7,6,0.45575342129863,-0.854268423715522,-1.19744118423665,0.383771162811304,-0.691982355343899,-0.951260365764085
"2327","FRMA",2,309,9019,0.35,0.4,3,5,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_1_309","2_1","2_1_309_FRMA",4591.62126343313,949.579476391893,3642.04178704124,"2_1_309_15fa","2_1_309_15fa_FRMA",14,8,7,6,0.45575342129863,-0.854268423715522,-1.19744118423665,0.383771162811304,-0.691982355343899,-0.951260365764085
"2337","FRMA",2,202,2008,0.8,0.4,3,5,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_1_202","2_1","2_1_202_FRMA",6887.02903388985,517.401093265127,6369.62794062472,"2_1_202_15fa","2_1_202_15fa_FRMA",3,1,0,2,0.208980151872961,1.22627110711631,1.19765701133672,-2.04128471219882,-1.88897403629944,-0.951260365764085
"2377","FRMA",2,106,6006,0.12,0.88,2,0,"I",0,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_0_106","2_0","2_0_106_FRMA",5094.83397384103,390.590739700146,4704.24323414088,"2_0_106_15fa","2_0_106_15fa_FRMA",4,3,2,1,0.094803629782407,0.0982465538147294,-0.583056519296645,-0.760077170850629,-2.46178129100138,-1.82355409277124
"2385","FRMA",2,304,4009,0.92,0.14,4,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_304","2_1","2_1_304_FRMA",7203.63112603023,659.572993297563,6544.05813273266,"2_1_304_15fa","2_1_304_15fa_FRMA",17,16,15,1,0.307620012479949,1.32682401771827,1.46318972265792,1.19212312114801,-2.46178129100138,-0.332358117077464
"2400","FRMA",2,506,6008,0.09,0.85,3,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_506","2_1","2_1_506_FRMA",6000.28657985463,1784.3453635115,4215.94121634313,"2_1_506_15fa","2_1_506_15fa_FRMA",16,16,15,0,0.712283646055027,-0.309646067182742,0.383357228374761,1.19212312114801,-3.44100176068236,-0.951260365764085
"2404","FRMA",2,506,6012,0.7,0.95,3,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_506","2_1","2_1_506_FRMA",6000.28657985463,1784.3453635115,4215.94121634313,"2_1_506_15fa","2_1_506_15fa_FRMA",16,16,15,0,0.712283646055027,-0.309646067182742,0.383357228374761,1.19212312114801,-3.44100176068236,-0.951260365764085
"2405","FRMA",2,207,7005,0.12,0.12,4,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_207","2_1","2_1_207_FRMA",4473.20915302553,930.213006745067,3542.99614628047,"2_1_207_15fa","2_1_207_15fa_FRMA",6,5,4,1,0.447375843391224,-0.956888092672535,-1.35179722523023,-0.1643495895796,-2.46178129100138,-0.332358117077464
"2441","FRMA",2,101,1006,0.13,0.55,4,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_101","2_1","2_1_101_FRMA",7368.95708744895,620.805635071514,6748.15145237744,"2_1_101_15fa","2_1_101_15fa_FRMA",11,9,8,2,0.283004623628782,1.441128310083,1.59724548505241,0.521130370497566,-1.88897403629944,-0.332358117077464
"2443","FRMA",2,101,1008,0.74,0.1,3,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_101","2_1","2_1_101_FRMA",7368.95708744895,620.805635071514,6748.15145237744,"2_1_101_15fa","2_1_101_15fa_FRMA",11,9,8,2,0.283004623628782,1.441128310083,1.59724548505241,0.521130370497566,-1.88897403629944,-0.951260365764085
"2444","FRMA",2,101,1009,0.7,0.2,4,4.5,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_1_101","2_1","2_1_101_FRMA",7368.95708744895,620.805635071514,6748.15145237744,"2_1_101_15fa","2_1_101_15fa_FRMA",11,9,8,2,0.283004623628782,1.441128310083,1.59724548505241,0.521130370497566,-1.88897403629944,-0.332358117077464
"2445","FRMA",2,101,1010,0.98,0.45,4,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_101","2_1","2_1_101_FRMA",7368.95708744895,620.805635071514,6748.15145237744,"2_1_101_15fa","2_1_101_15fa_FRMA",11,9,8,2,0.283004623628782,1.441128310083,1.59724548505241,0.521130370497566,-1.88897403629944,-0.332358117077464
"2446","FRMA",2,410,10016,0.41,0.22,6,0,"I",0,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_0_410","2_0","2_0_410_FRMA",7019.84268580879,227.041276910453,6792.80140889834,"2_0_410_15fa","2_0_410_15fa_FRMA",14,10,9,4,-0.125257452489214,1.46567371412944,1.31050373726361,0.64400236875711,-1.16732224104129,0.539935609929693
"2451","FRMA",2,410,10020,0.58,0.85,4,0,"I",0,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_0_410","2_0","2_0_410_FRMA",7019.84268580879,227.041276910453,6792.80140889834,"2_0_410_15fa","2_0_410_15fa_FRMA",14,10,9,4,-0.125257452489214,1.46567371412944,1.31050373726361,0.64400236875711,-1.16732224104129,-0.332358117077464
"2454","FRMA",2,405,5016,0.5,0.13,4,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_405","2_1","2_1_405_FRMA",7016.94991288203,826.925332731996,6190.02458015004,"2_1_405_15fa","2_1_405_15fa_FRMA",16,7,6,9,0.399526858280494,1.11981680011121,1.30806868124432,0.22804613679264,-0.188101771360311,-0.332358117077464
"2470","FRMA",2,303,3005,0.9,0.35,3,0,"W",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_303","2_1","2_1_303_FRMA",7015.29714822068,537.72517719951,6477.57197102117,"2_1_303_15fa","2_1_303_15fa_FRMA",9,9,8,0,0.224631870936709,1.28881676501132,1.30667697912954,0.521130370497566,-3.44100176068236,-0.951260365764085
"2473","FRMA",2,103,3006,0.1,0.03,2,0,"I",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_103","2_1","2_1_103_FRMA",6729.33999314856,623.226179115003,6106.11381403355,"2_1_103_15fa","2_1_103_15fa_FRMA",6,3,2,3,0.284585903768047,1.06901811361865,1.06081416341394,-0.760077170850629,-1.4825608213204,-1.82355409277124
"2487","FRMA",2,406,6012,0.35,0.9,4,6,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_1_406","2_1","2_1_406_FRMA",5609.00660708954,910.841135520564,4698.16547156898,"2_1_406_15fa","2_1_406_15fa_FRMA",14,7,6,7,0.438819782130481,0.0934348214534777,-0.0150331654846271,0.22804613679264,-0.503340351639417,-0.332358117077464
"2488","FRMA",2,406,6013,0.3,0.78,8,9,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_1_406","2_1","2_1_406_FRMA",5609.00660708954,910.841135520564,4698.16547156898,"2_1_406_15fa","2_1_406_15fa_FRMA",14,7,6,7,0.438819782130481,0.0934348214534777,-0.0150331654846271,0.22804613679264,-0.503340351639417,1.15883785861631
"2499","FRMA",2,503,3025,1,0.25,3,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_503","2_1","2_1_503_FRMA",6881.49291776735,443.640036473688,6437.85288129366,"2_1_503_15fa","2_1_503_15fa_FRMA",22,18,17,4,0.146512079081744,1.26592450043708,1.19290606218288,1.32948232883427,-1.16732224104129,-0.951260365764085
"2509","FRMA",2,503,3030,0.49,0.41,3,0,"F",1,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,0,"15fa","2_1_503","2_1","2_1_503_FRMA",6881.49291776735,443.640036473688,6437.85288129366,"2_1_503_15fa","2_1_503_15fa_FRMA",22,18,17,4,0.146512079081744,1.26592450043708,1.19290606218288,1.32948232883427,-1.16732224104129,-0.951260365764085
"2516","FRMA",2,310,10012,0.03,0.75,4,5,"F",0,"tree","canopy","wind","AM","mid_tolerant","deciduous",1,1,"15fa","2_0_310","2_0","2_0_310_FRMA",9588.55520814685,217.021049599783,9371.53415854707,"2_0_310_15fa","2_0_310_15fa_FRMA",11,6,5,5,-0.143546012315036,2.66343672361448,3.15275800385042,0.0482747874860802,-0.909753566618466,-0.332358117077464
